,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
8048,8048,FSI_8048,Lan,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,B,C,Dai hoc,Xuat sac,HUST,Lap trinh vien,2,PHP,Teamlead,1.5,None,25,C,3,24.0,25.2,8048,FSI_8049,1,2,1,5,1,100,0,1,1,17/05/2020 ,4,0,23/08/2020 ,full time,chua co gia dinh,1,150,50,khong bi benh,khong,khong,xe may
8049,8049,FSI_8049,Harry,Tinh le,Kinh,xem phim,24,Nu,Khong chung chi,D,A,Cao dang,Gioi,HUST,Lap trinh vien,4,ios,Nhan vien,1.0,None,25,A,0,12.0,12.6,8049,FSI_8050,1,2,2,5,3,70,5,0,3,21/05/2020 ,0,0,15/02/2020 ,nghi phep,co gia dinh,1,175,50,dang bi benh,khong,khong,bus
8050,8050,FSI_8050,Ngoc,Tinh le,Kinh,xem phim,20,Nam,Khong chung chi,B,D,Cao dang,Gioi,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,1,6.0,6.3,8050,FSI_8051,1,2,2,5,0,80,2,1,1,26/07/2020 ,0,0,20/07/2020 ,part time,co gia dinh,0,160,40,khong bi benh,khong,khong,xe may
8051,8051,FSI_8051,Nam,Tinh le,Kinh,Nghe nhac,27,Nam,Khong chung chi,D,D,Dai hoc,kha,UTC,PM,3,None,Teamlead,1.5,None,30,C,3,12.0,12.6,8051,FSI_8052,3,2,3,0,4,100,4,3,1,01/12/2019 ,2,1,23/05/2020 ,full time,co gia dinh,2,150,70,dang bi benh,co,khong,xe may
8052,8052,FSI_8052,Ngoc,Tinh le,Kinh,Gym,39,Nu,Tieng anh toiec,B,A,Cao dang,Trung binh,TLU,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,D,10,21.0,22.05,8052,FSI_8053,3,1,4,4,4,70,4,2,3,14/09/2019 ,1,3,18/02/2020 ,full time,chua co gia dinh,2,160,60,khong bi benh,co,co,oto
8053,8053,FSI_8053,Long,Ha Noi,Kinh,Da bong,20,Nu,Khong chung chi,B,A,Dai hoc,kha,HNUE,Lap trinh vien,1,ios,Nhan vien,1.0,None,25,A,1,7.0,7.35,8053,FSI_8054,1,4,5,3,3,100,1,1,1,30/11/2019 ,5,0,26/08/2020 ,part time,chua co gia dinh,3,180,70,khong bi benh,co,khong,oto
8054,8054,FSI_8054,Harry,Tinh le,Kinh,Cau ca,18,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,1,12.0,12.6,8054,FSI_8055,2,4,1,2,0,90,5,0,2,01/07/2020 ,1,3,28/09/2019 ,full time,chua co gia dinh,2,150,40,khong bi benh,khong,co,xe may
8055,8055,FSI_8055,Hermione,Tinh le,Mong,Cau long,37,Nam,Tieng anh toiec,D,C,Cao dang,kha,USTH,Lap trinh vien,12,PHP,Nhan vien,1.0,None,25,A,4,22.0,23.1,8055,FSI_8056,0,0,0,2,4,80,5,3,2,06/04/2020 ,0,3,02/12/2019 ,part time,chua co gia dinh,1,165,40,khong bi benh,co,khong,xe may
8056,8056,FSI_8056,Long,Tinh le,Kinh,Da bong,46,Nam,Tieng anh toiec,C,D,Thac si,Xuat sac,EPU,PM,21,None,Technical leader,1.0,None,30,A,4,24.0,25.2,8056,FSI_8057,3,0,0,2,0,90,5,0,1,05/03/2020 ,0,2,27/01/2020 ,full time,co gia dinh,1,175,60,dang bi benh,khong,co,xe may
8057,8057,FSI_8057,Ngoc,Tinh le,Kinh,Gym,24,Nu,Khong chung chi,C,B,Thac si,Xuat sac,HUST,Lap trinh vien,5,Android,Nhan vien,1.0,Oympic toan,25,A,3,24.0,25.2,8057,FSI_8058,4,3,0,1,5,70,3,2,1,10/09/2019 ,2,3,27/05/2020 ,nghi phep,chua co gia dinh,0,175,40,khong bi benh,khong,khong,xe may
8058,8058,FSI_8058,Ngoc,Tinh le,Kinh,xem phim,32,Nu,Tieng anh toiec,B,A,Cao dang,Xuat sac,HUST,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,C,11,9.0,9.45,8058,FSI_8059,0,1,0,5,3,70,5,5,2,09/01/2020 ,4,5,22/08/2020 ,nghi phep,co gia dinh,1,175,50,khong bi benh,co,khong,xe may
8059,8059,FSI_8059,Nam,Tinh le,Kinh,Gym,23,Nu,Khong chung chi,C,D,Cao dang,Gioi,VNU,BA,0,None,Nhan vien,1.0,None,25,A,1,22.0,23.1,8059,FSI_8060,1,0,2,0,5,100,2,2,2,04/06/2020 ,2,4,28/12/2019 ,nghi phep,chua co gia dinh,1,150,70,dang bi benh,khong,co,oto
8060,8060,FSI_8060,Luna,Tinh le,Kinh,xem phim,38,Nu,Khong chung chi,B,A,Dai hoc,Trung binh,UTC,Lap trinh vien,10,ios,Nhan vien,1.0,olympic tin,25,A,8,11.0,11.55,8060,FSI_8061,5,2,1,2,2,70,0,0,2,23/08/2020 ,1,1,04/07/2020 ,nghi phep,co gia dinh,1,165,50,dang bi benh,khong,khong,xe may
8061,8061,FSI_8061,Ron,Tinh le,Kinh,xem phim,27,Nu,Tieng anh toiec,D,D,Cao dang,Gioi,TLU,Tester,3,None,Nhan vien,1.0,None,15,B,8,8.0,8.4,8061,FSI_8062,0,1,3,2,0,100,4,3,2,11/04/2020 ,5,2,01/04/2020 ,nghi phep,co gia dinh,2,180,70,dang bi benh,khong,khong,xe may
8062,8062,FSI_8062,Lan,Tinh le,Kinh,Yoga,20,Nam,Khong chung chi,D,B,Cao dang,kha,USTH,Lap trinh vien,0,Ruby,Teamlead,1.5,olympic tin,25,C,0,10.5,11.025,8062,FSI_8063,5,1,2,1,0,80,0,1,1,22/10/2019 ,3,2,07/11/2019 ,part time,co gia dinh,2,165,70,khong bi benh,khong,khong,oto
8063,8063,FSI_8063,Harry,Ha Noi,Kinh,Da bong,18,Nam,Khong chung chi,C,B,Dai hoc,Xuat sac,HAUI,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,B,0,4.0,4.2,8063,FSI_8064,0,3,0,0,2,80,2,1,2,25/02/2020 ,1,2,16/04/2020 ,nghi phep,chua co gia dinh,1,150,60,khong bi benh,co,co,oto
8064,8064,FSI_8064,Nam,Ha Noi,Kinh,Gym,19,Nu,Khong chung chi,C,D,Dai hoc,Trung binh,TLU,BA,0,None,Nhan vien,1.0,None,25,B,1,20.0,21.0,8064,FSI_8065,0,0,0,3,0,100,1,5,2,25/04/2020 ,0,0,12/08/2020 ,nghi phep,chua co gia dinh,1,175,60,dang bi benh,khong,co,xe may
8065,8065,FSI_8065,Luna,Tinh le,Kinh,xem phim,18,Nam,Khong chung chi,B,B,Dai hoc,Gioi,HUST,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,A,0,6.0,6.3,8065,FSI_8066,0,1,4,0,4,90,3,0,2,01/11/2019 ,2,2,03/01/2020 ,nghi phep,chua co gia dinh,2,150,50,khong bi benh,co,co,xe may
8066,8066,FSI_8066,Ron,Tinh le,Kinh,Cau ca,23,Nam,Tieng anh toiec,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,Ruby,Nhan vien,1.0,None,25,A,1,21.0,22.05,8066,FSI_8067,0,4,4,5,1,90,3,0,1,06/02/2020 ,2,1,12/02/2020 ,part time,co gia dinh,3,180,50,dang bi benh,khong,co,xe may
8067,8067,FSI_8067,Lan,Tinh le,Kinh,Yoga,24,Nam,Tieng anh toiec,A,B,Dai hoc,Gioi,HUST,Ky su R&D,3,Data Science,Nhan vien,1.0,None,25,C,1,6.0,6.3,8067,FSI_8068,3,3,0,2,0,70,1,1,3,11/08/2020 ,0,0,31/08/2020 ,full time,co gia dinh,2,180,60,dang bi benh,co,co,xe may
8068,8068,FSI_8068,Nam,Tinh le,Kinh,Cau long,25,Nam,Khong chung chi,D,A,Dai hoc,Trung binh,UTC,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,C,0,4.0,4.2,8068,FSI_8069,1,1,1,0,0,70,0,4,1,17/11/2019 ,0,0,04/07/2020 ,part time,chua co gia dinh,2,180,50,dang bi benh,khong,khong,bus
8069,8069,FSI_8069,Hermione,Ha Noi,Kinh,Nghe nhac,21,Nu,Khong chung chi,B,D,Thac si,kha,TLU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,A,1,15.0,15.75,8069,FSI_8070,1,3,2,5,3,90,0,1,1,14/07/2020 ,2,5,29/11/2019 ,full time,chua co gia dinh,0,175,40,dang bi benh,khong,khong,xe may
8070,8070,FSI_8070,Harry,Ha Noi,Kinh,Cau ca,55,Nam,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,26,None,Nhan vien,1.0,None,15,B,6,8.0,8.4,8070,FSI_8071,4,4,0,4,0,100,2,3,2,22/10/2019 ,2,1,29/11/2019 ,nghi phep,co gia dinh,1,170,50,dang bi benh,khong,co,xe may
8071,8071,FSI_8071,Luna,Ha Noi,Khome,xem phim,19,Nu,Khong chung chi,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,D,1,17.0,17.85,8071,FSI_8072,3,1,1,3,0,80,3,4,2,07/02/2020 ,5,5,06/01/2020 ,nghi phep,chua co gia dinh,0,150,60,khong bi benh,co,co,xe may
8072,8072,FSI_8072,Hermione,Tinh le,Kinh,Cau long,22,Nu,Tieng Nhat,A,B,Cao dang,Gioi,HUST,Ky su R&D,3,NLP,Teamlead,1.5,None,25,A,0,15.0,15.75,8072,FSI_8073,2,0,3,0,0,80,4,0,2,04/07/2020 ,1,0,01/09/2020 ,part time,chua co gia dinh,2,170,50,khong bi benh,khong,khong,bus
8073,8073,FSI_8073,Hermione,Tinh le,Kinh,Nghe nhac,25,Nu,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,Android,Nhan vien,1.0,None,25,C,5,15.0,15.75,8073,FSI_8074,0,0,3,2,3,80,2,2,2,27/01/2020 ,3,1,20/02/2020 ,nghi phep,chua co gia dinh,2,175,40,khong bi benh,khong,co,oto
8074,8074,FSI_8074,Luna,Tinh le,Kinh,Gym,31,Nam,Tieng anh toiec,C,B,Cao dang,Gioi,HAUI,Lap trinh vien,5,Android,Nhan vien,1.0,None,25,A,6,16.0,16.8,8074,FSI_8075,3,5,1,0,0,90,3,0,1,11/07/2020 ,3,3,29/08/2020 ,full time,co gia dinh,1,170,50,dang bi benh,co,co,xe may
8075,8075,FSI_8075,Harry,Tinh le,Mong,Gym,24,Nam,Khong chung chi,B,D,Dai hoc,kha,USTH,BA,1,None,Nhan vien,1.0,None,25,C,0,17.0,17.85,8075,FSI_8076,5,3,5,4,5,90,0,1,2,21/07/2020 ,5,2,08/05/2020 ,part time,co gia dinh,1,180,40,dang bi benh,khong,co,bus
8076,8076,FSI_8076,Hermione,Ha Noi,Cham,Cau ca,29,Nu,Tieng anh toiec,D,D,Cao dang,Xuat sac,UTC,Tester,6,None,Nhan vien,1.0,None,15,C,9,5.0,5.25,8076,FSI_8077,3,5,2,0,1,100,3,0,1,08/11/2019 ,0,0,07/09/2020 ,part time,chua co gia dinh,0,165,40,dang bi benh,khong,khong,bus
8077,8077,FSI_8077,Lan,Tinh le,Kinh,Nghe nhac,25,Nu,Khong chung chi,D,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,C,0,18.0,18.9,8077,FSI_8078,1,3,0,4,0,90,0,0,1,29/10/2019 ,3,2,11/02/2020 ,nghi phep,chua co gia dinh,0,170,50,khong bi benh,co,khong,bus
8078,8078,FSI_8078,Ron,Tinh le,Muong,Gym,26,Nu,Khong chung chi,B,A,Dai hoc,kha,HUST,Lap trinh vien,3,ios,Nhan vien,1.0,None,25,A,6,5.0,5.25,8078,FSI_8079,0,2,2,5,3,100,0,1,1,10/06/2020 ,5,5,15/11/2019 ,part time,chua co gia dinh,1,165,60,khong bi benh,co,khong,oto
8079,8079,FSI_8079,Luna,Tinh le,Mong,xem phim,28,Nam,Tieng anh ielts,B,A,Cao dang,kha,HUST,Lap trinh vien,5,ios,Teamlead,1.5,None,25,C,7,24.0,25.2,8079,FSI_8080,1,4,1,1,3,90,4,0,1,21/03/2020 ,5,0,04/05/2020 ,part time,chua co gia dinh,1,160,40,dang bi benh,co,co,xe may
8080,8080,FSI_8080,Hermione,Tinh le,Hoa,Da bong,24,Nam,Khong chung chi,C,D,Dai hoc,Trung binh,TLU,BA,4,None,Nhan vien,1.0,None,25,B,0,11.0,11.55,8080,FSI_8081,0,3,3,1,5,80,0,5,2,30/11/2019 ,0,0,03/11/2019 ,nghi phep,chua co gia dinh,3,160,70,dang bi benh,co,co,oto
8081,8081,FSI_8081,Luna,Tinh le,Kinh,Gym,54,Nam,Khong chung chi,B,D,Cao dang,kha,HAUI,PM,19,None,Nhan vien,1.0,None,30,C,6,18.0,18.9,8081,FSI_8082,3,0,0,4,1,70,3,2,1,08/09/2019 ,2,1,08/06/2020 ,nghi phep,co gia dinh,0,170,70,dang bi benh,co,khong,xe may
8082,8082,FSI_8082,Harry,Tinh le,Kinh,Cau long,31,Nam,Tieng anh toiec,C,B,Dai hoc,Xuat sac,EPU,Ky su R&D,9,NLP,Nhan vien,1.0,None,25,D,1,20.0,21.0,8082,FSI_8083,0,1,0,4,0,70,2,1,1,28/07/2020 ,3,3,08/06/2020 ,part time,co gia dinh,2,170,40,khong bi benh,co,co,xe may
8083,8083,FSI_8083,Ron,Tinh le,Kinh,Da bong,24,Nu,Tieng anh toiec,C,D,Cao dang,Xuat sac,VNU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,4,9.0,9.45,8083,FSI_8084,5,0,0,1,3,80,3,0,3,22/08/2020 ,5,0,23/03/2020 ,nghi phep,co gia dinh,2,170,40,dang bi benh,co,khong,xe may
8084,8084,FSI_8084,Ron,Ha Noi,Kinh,xem phim,18,Nam,Tieng anh toiec,A,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,C,0,5.0,5.25,8084,FSI_8085,2,0,0,2,2,100,5,0,3,08/08/2020 ,4,0,10/03/2020 ,part time,co gia dinh,2,170,60,khong bi benh,khong,co,bus
8085,8085,FSI_8085,Ron,Tinh le,Kinh,Da bong,31,Nam,Tieng Trung,A,D,Cao dang,kha,EPU,BA,9,None,Nhan vien,1.0,None,25,C,11,9.0,9.45,8085,FSI_8086,3,2,4,2,0,80,0,3,3,02/02/2020 ,4,0,05/01/2020 ,full time,chua co gia dinh,2,150,70,dang bi benh,co,co,bus
8086,8086,FSI_8086,Lan,Tinh le,Kinh,Gym,18,Nam,Khong chung chi,C,B,Cao dang,kha,HAUI,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,B,0,17.0,17.85,8086,FSI_8087,3,2,0,5,4,100,0,2,1,29/08/2020 ,1,4,11/05/2020 ,full time,chua co gia dinh,2,160,70,dang bi benh,co,khong,xe may
8087,8087,FSI_8087,Luna,Tinh le,Kinh,Cau long,19,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,HUST,BA,0,None,Nhan vien,1.0,None,25,A,0,23.0,24.15,8087,FSI_8088,5,2,5,4,0,100,5,1,1,02/10/2019 ,0,3,12/09/2019 ,part time,chua co gia dinh,2,170,40,dang bi benh,khong,khong,oto
8088,8088,FSI_8088,Lan,Tinh le,Kinh,Nghe nhac,29,Nu,Khong chung chi,D,B,Thac si,Gioi,USTH,Ky su R&D,6,Computer vision,Nhan vien,1.0,None,25,A,10,16.0,16.8,8088,FSI_8089,0,0,1,4,2,90,1,4,1,12/02/2020 ,3,1,02/07/2020 ,nghi phep,chua co gia dinh,1,175,60,dang bi benh,co,khong,bus
8089,8089,FSI_8089,Ngoc,Tinh le,Kinh,xem phim,22,Nam,Tieng anh toiec,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,B,0,14.0,14.7,8089,FSI_8090,0,0,0,0,3,90,0,2,2,31/05/2020 ,3,0,30/06/2020 ,full time,co gia dinh,1,170,50,khong bi benh,khong,co,xe may
8090,8090,FSI_8090,Hermione,Ha Noi,Kinh,Nghe nhac,20,Nam,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,0,7.0,7.35,8090,FSI_8091,1,4,2,0,0,70,0,2,2,12/02/2020 ,2,5,22/10/2019 ,full time,co gia dinh,1,170,70,khong bi benh,khong,khong,oto
8091,8091,FSI_8091,Long,Tinh le,Kinh,Da bong,44,Nam,Tieng anh toiec,B,D,Cao dang,kha,EPU,BA,23,None,Nhan vien,1.0,None,25,B,4,13.0,13.65,8091,FSI_8092,2,1,2,5,2,90,1,0,1,07/10/2019 ,3,0,24/05/2020 ,nghi phep,chua co gia dinh,3,165,70,khong bi benh,khong,khong,bus
8092,8092,FSI_8092,Ron,Tinh le,Kinh,Gym,46,Nu,Khong chung chi,A,A,Dai hoc,Trung binh,HNUE,Lap trinh vien,23,ios,Nhan vien,1.0,None,25,A,4,11.0,11.55,8092,FSI_8093,2,0,1,5,2,80,5,0,1,08/10/2019 ,2,2,16/06/2020 ,nghi phep,chua co gia dinh,1,175,40,khong bi benh,co,khong,xe may
8093,8093,FSI_8093,Lan,Tinh le,Kinh,Da bong,26,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,3,Python,Nhan vien,1.0,None,25,A,4,20.0,21.0,8093,FSI_8094,3,2,1,0,3,90,0,1,1,17/07/2020 ,5,0,30/08/2020 ,nghi phep,chua co gia dinh,1,165,70,dang bi benh,co,khong,bus
8094,8094,FSI_8094,Ron,Tinh le,Dao,Nghe nhac,25,Nu,Khong chung chi,C,C,Cao dang,Gioi,VNU,Lap trinh vien,6,PHP,Teamlead,1.5,None,25,B,1,13.5,14.175,8094,FSI_8095,1,1,0,0,0,70,1,2,1,09/09/2019 ,5,5,11/02/2020 ,full time,co gia dinh,2,170,60,khong bi benh,co,co,xe may
8095,8095,FSI_8095,Harry,Tinh le,Kinh,xem phim,20,Nam,Tieng anh toiec,C,D,Cao dang,Xuat sac,VNU,BA,1,None,Nhan vien,1.0,None,25,B,0,4.0,4.2,8095,FSI_8096,0,0,0,0,0,80,1,3,1,10/04/2020 ,3,2,02/09/2020 ,full time,co gia dinh,1,165,70,dang bi benh,khong,khong,oto
8096,8096,FSI_8096,Lan,Tinh le,Cham,Yoga,25,Nu,Tieng anh ielts,D,A,Dai hoc,Trung binh,VNU,Lap trinh vien,2,ios,Nhan vien,1.0,olympic tin,25,A,0,10.0,10.5,8096,FSI_8097,4,4,3,0,0,90,4,5,1,07/05/2020 ,0,1,25/09/2019 ,part time,chua co gia dinh,1,175,40,dang bi benh,khong,co,xe may
8097,8097,FSI_8097,Nam,Tinh le,Kinh,Gym,18,Nam,Tieng anh toiec,D,D,Cao dang,Trung binh,VNU,BA,0,None,Nhan vien,1.0,None,25,B,1,10.0,10.5,8097,FSI_8098,2,4,2,0,5,70,2,5,1,10/01/2020 ,4,4,08/03/2020 ,part time,chua co gia dinh,1,170,60,dang bi benh,co,co,oto
8098,8098,FSI_8098,Ron,Tinh le,Khome,Cau ca,38,Nam,Khong chung chi,B,B,Dai hoc,kha,TLU,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,A,14,20.0,21.0,8098,FSI_8099,0,0,2,1,1,80,0,0,1,21/10/2019 ,0,1,22/01/2020 ,nghi phep,co gia dinh,2,175,40,dang bi benh,khong,co,bus
8099,8099,FSI_8099,Harry,Tinh le,Kinh,Da bong,26,Nu,Tieng anh toiec,B,B,Dai hoc,Xuat sac,HNUE,Ky su R&D,7,NLP,Nhan vien,1.0,None,25,C,6,20.0,21.0,8099,FSI_8100,3,2,4,2,5,80,5,3,1,18/08/2020 ,1,0,11/04/2020 ,full time,co gia dinh,0,180,50,khong bi benh,co,co,bus
8100,8100,FSI_8100,Ron,Ha Noi,Kinh,Cau long,36,Nu,Khong chung chi,B,D,Dai hoc,kha,HNUE,Xu ly data,4,None,Nhan vien,1.0,None,15,B,14,10.0,10.5,8100,FSI_8101,1,0,0,5,5,90,2,1,3,09/11/2019 ,0,5,06/11/2019 ,nghi phep,chua co gia dinh,3,160,60,khong bi benh,co,co,xe may
8101,8101,FSI_8101,Lan,Tinh le,Kinh,xem phim,26,Nam,Khong chung chi,C,B,Cao dang,Xuat sac,VNU,Lap trinh vien,2,Android,Nhan vien,1.0,Oympic toan,25,D,0,19.0,19.95,8101,FSI_8102,1,1,4,0,3,100,0,3,1,24/08/2020 ,3,2,22/12/2019 ,part time,co gia dinh,1,160,60,dang bi benh,co,khong,xe may
8102,8102,FSI_8102,Hermione,Tinh le,Kinh,Da bong,24,Nu,Khong chung chi,C,B,Dai hoc,Trung binh,EPU,Ky su R&D,5,Computer vision,Teamlead,1.5,None,25,C,3,12.0,12.6,8102,FSI_8103,3,1,2,5,2,70,4,5,1,31/05/2020 ,2,1,06/07/2020 ,nghi phep,co gia dinh,1,175,50,dang bi benh,co,co,bus
8103,8103,FSI_8103,Lan,Tinh le,Khome,Nghe nhac,28,Nu,Tieng anh ielts,D,B,Cao dang,Xuat sac,HAUI,Lap trinh vien,9,Ruby,Technical leader,1.0,None,25,A,4,22.0,23.1,8103,FSI_8104,1,0,2,0,5,70,5,5,1,27/04/2020 ,0,0,20/04/2020 ,full time,chua co gia dinh,0,165,60,khong bi benh,co,co,bus
8104,8104,FSI_8104,Harry,Tinh le,Kinh,Cau long,48,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,16,None,Nhan vien,1.0,None,25,A,13,5.0,5.25,8104,FSI_8105,4,0,0,1,0,70,1,1,3,12/06/2020 ,1,2,18/10/2019 ,full time,chua co gia dinh,1,180,70,khong bi benh,co,khong,bus
8105,8105,FSI_8105,Luna,Tinh le,Kinh,xem phim,25,Nu,Khong chung chi,B,A,Cao dang,Gioi,HUST,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,A,6,13.0,13.65,8105,FSI_8106,0,4,5,2,2,70,1,3,2,08/10/2019 ,2,0,24/03/2020 ,nghi phep,chua co gia dinh,1,180,40,khong bi benh,khong,co,xe may
8106,8106,FSI_8106,Lan,Tinh le,Kinh,xem phim,26,Nu,Khong chung chi,C,A,Thac si,Gioi,USTH,Lap trinh vien,2,Java,Teamlead,1.5,None,25,A,2,25.5,26.775,8106,FSI_8107,0,0,3,4,1,90,3,3,1,11/01/2020 ,1,0,29/05/2020 ,nghi phep,co gia dinh,1,150,50,khong bi benh,khong,co,xe may
8107,8107,FSI_8107,Ron,Tinh le,Kinh,Gym,30,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,TLU,Tu van ban hang,10,None,Nhan vien,1.0,None,15,A,2,6.0,6.3,8107,FSI_8108,0,3,4,4,1,100,1,0,1,24/09/2019 ,5,3,13/09/2019 ,part time,chua co gia dinh,1,170,70,dang bi benh,co,khong,xe may
8108,8108,FSI_8108,Long,Tinh le,Kinh,Nghe nhac,18,Nu,Tieng anh ielts,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,Tools,Teamlead,1.5,None,25,A,1,16.5,17.325,8108,FSI_8109,0,5,2,0,4,90,1,1,2,28/10/2019 ,1,1,09/05/2020 ,nghi phep,co gia dinh,0,160,40,khong bi benh,khong,khong,xe may
8109,8109,FSI_8109,Hermione,Tinh le,Kinh,xem phim,22,Nu,Khong chung chi,D,D,Dai hoc,Xuat sac,TLU,Ke toan,2,None,Nhan vien,1.0,None,15,C,0,11.0,11.55,8109,FSI_8110,0,0,0,0,4,80,0,2,2,27/09/2019 ,0,3,08/10/2019 ,full time,co gia dinh,1,170,40,dang bi benh,co,khong,xe may
8110,8110,FSI_8110,Nam,Tinh le,Kinh,Nghe nhac,20,Nu,Khong chung chi,D,B,Dai hoc,Xuat sac,UTC,Lap trinh vien,1,Ruby,Nhan vien,1.0,None,25,D,1,6.0,6.3,8110,FSI_8111,2,2,2,1,2,70,4,1,1,03/11/2019 ,1,2,12/09/2019 ,full time,chua co gia dinh,2,170,50,khong bi benh,khong,co,xe may
8111,8111,FSI_8111,Long,Tinh le,Kinh,Nghe nhac,29,Nam,Khong chung chi,C,B,Dai hoc,Trung binh,VNU,Lap trinh vien,8,.NET,Nhan vien,1.0,None,25,A,0,10.0,10.5,8111,FSI_8112,1,4,3,1,0,70,0,4,3,28/04/2020 ,4,0,11/03/2020 ,nghi phep,co gia dinh,0,165,70,dang bi benh,co,co,xe may
8112,8112,FSI_8112,Nam,Tinh le,Kinh,xem phim,24,Nu,Tieng anh toiec,A,D,Cao dang,Trung binh,HNUE,BA,2,None,Nhan vien,1.0,None,25,A,2,5.0,5.25,8112,FSI_8113,3,4,2,5,2,100,4,2,2,16/08/2020 ,2,3,12/01/2020 ,nghi phep,chua co gia dinh,0,175,40,khong bi benh,khong,khong,oto
8113,8113,FSI_8113,Harry,Tinh le,Kinh,xem phim,30,Nam,Tieng anh toiec,B,A,Dai hoc,kha,HAUI,Lap trinh vien,4,ios,Nhan vien,1.0,None,25,D,8,15.0,15.75,8113,FSI_8114,0,3,5,2,1,90,3,0,3,06/04/2020 ,4,1,01/03/2020 ,full time,co gia dinh,0,175,70,dang bi benh,khong,khong,xe may
8114,8114,FSI_8114,Ron,Tinh le,Kinh,Cau long,36,Nu,Tieng anh toiec,B,D,Cao dang,Xuat sac,UTC,Xu ly data,16,None,Nhan vien,1.0,None,15,B,11,12.0,12.6,8114,FSI_8115,5,0,1,2,0,90,4,5,1,31/08/2020 ,4,0,14/09/2019 ,full time,co gia dinh,1,165,50,dang bi benh,khong,khong,bus
8115,8115,FSI_8115,Hermione,Tinh le,Kinh,xem phim,39,Nu,Tieng Trung,D,D,Dai hoc,Gioi,VNU,Xu ly data,2,None,Nhan vien,1.0,None,15,D,0,13.0,13.65,8115,FSI_8116,0,4,5,2,2,100,0,2,1,18/10/2019 ,2,0,25/04/2020 ,part time,co gia dinh,2,170,70,dang bi benh,co,khong,bus
8116,8116,FSI_8116,Hermione,Tinh le,Kinh,Cau ca,25,Nu,Khong chung chi,A,D,Dai hoc,Gioi,TLU,BA,6,None,Nhan vien,1.0,None,25,A,0,10.0,10.5,8116,FSI_8117,4,0,0,4,0,70,2,0,2,15/08/2020 ,1,1,11/07/2020 ,full time,co gia dinh,2,160,70,khong bi benh,co,khong,oto
8117,8117,FSI_8117,Ron,Tinh le,Kinh,Cau ca,27,Nu,Khong chung chi,D,B,Cao dang,Gioi,USTH,Lap trinh vien,7,Ruby,Nhan vien,1.0,Oympic toan,25,A,4,21.0,22.05,8117,FSI_8118,1,4,4,2,4,80,0,1,1,28/09/2019 ,1,0,09/02/2020 ,part time,chua co gia dinh,2,180,60,khong bi benh,co,khong,xe may
